Transaction ID,Date,Month,Quarter,Customer ID,SKU,Product Name,Category,Brand,Channel,Region,Quantity,Unit Price ($),Discount (%),Discount Amount ($),Revenue ($),COGS ($),Gross Profit ($),Payment Method,Order Status
TXN-100272,2023-05-07,May,Q2,CUST-3920,SKU-1005,Webcam,Electronics,TechPro,Website,Northeast,3,26.46,20,15.88,63.5,58.26,5.24,PayPal,Completed
TXN-100273,2023-07-19,July,Q3,CUST-2297,SKU-1024,Cutting Board,Home & Kitchen,HomeEase,Marketplace,Northeast,2,118.07,15,35.42,200.72,79.4,121.32,Credit Card,Completed
TXN-100274,2023-05-19,May,Q2,CUST-1418,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Mobile App,Northeast,4,160.35,0,0.0,641.4,289.88,351.52,Debit Card,Returned
TXN-100275,2023-01-14,January,Q1,CUST-1367,SKU-1028,Throw Pillow,Home & Kitchen,HomeEase,Marketplace,West,4,174.23,0,0.0,696.92,295.8,401.12,Credit Card,Cancelled
TXN-100276,2023-07-17,July,Q3,CUST-1050,SKU-1038,Hair Ties Pack,Beauty & Personal Care,LuxeGlow,Marketplace,Southwest,3,77.67,20,46.6,186.41,84.36,102.05,Apple Pay,Completed
TXN-100277,2023-09-24,September,Q3,CUST-1694,SKU-1046,Cycling Gloves,Sports & Outdoors,ActiveGear,Social Commerce,Southeast,2,99.34,10,19.87,178.81,74.7,104.11,Debit Card,Completed
TXN-100278,2023-03-16,March,Q1,CUST-1259,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Mobile App,Southwest,3,160.35,5,24.05,457.0,217.41,239.59,PayPal,Returned
TXN-100279,2023-02-09,February,Q1,CUST-2479,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Marketplace,Southeast,4,160.35,20,128.28,513.12,289.88,223.24,Apple Pay,Cancelled
TXN-100280,2023-02-24,February,Q1,CUST-1554,SKU-1039,Nail Polish Set,Beauty & Personal Care,PureSkin,Marketplace,Northeast,2,189.99,5,19.0,360.98,127.02,233.96,Apple Pay,Completed
TXN-100281,2023-06-18,June,Q2,CUST-2803,SKU-1039,Nail Polish Set,Beauty & Personal Care,PureSkin,Marketplace,Southwest,4,189.99,20,151.99,607.97,254.04,353.93,Buy Now Pay Later,Completed
TXN-100282,2023-12-22,December,Q4,CUST-1822,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Social Commerce,Midwest,3,160.35,10,48.1,432.95,217.41,215.54,Debit Card,Returned
TXN-100283,2023-12-22,December,Q4,CUST-3592,SKU-1020,Coffee Maker,Home & Kitchen,HomeEase,Social Commerce,West,3,24.9,15,11.2,63.5,64.56,-1.06,Debit Card,Completed
TXN-100284,2023-07-21,July,Q3,CUST-2495,SKU-1024,Cutting Board,Home & Kitchen,HomeEase,Website,West,3,118.07,20,70.84,283.37,119.1,164.27,Debit Card,Cancelled
TXN-100285,2023-10-09,October,Q4,CUST-1110,SKU-1034,Face Mask Kit,Beauty & Personal Care,LuxeGlow,Social Commerce,Canada,2,196.28,15,58.88,333.68,143.46,190.22,Debit Card,Returned
TXN-100286,2023-07-29,July,Q3,CUST-3756,SKU-1018,Sneakers,Apparel,FitForm,Social Commerce,Southeast,1,103.56,20,20.71,82.85,44.58,38.27,PayPal,Completed
TXN-100287,2023-08-05,August,Q3,CUST-4232,SKU-1016,Yoga Pants,Apparel,UrbanThread,Social Commerce,Northeast,2,205.4,15,61.62,349.18,141.8,207.38,Apple Pay,Cancelled
TXN-100288,2023-09-17,September,Q3,CUST-4782,SKU-1030,Vitamin C Serum,Beauty & Personal Care,NatureSoft,Social Commerce,West,4,54.64,10,21.86,196.7,81.28,115.42,Credit Card,Completed
TXN-100289,2023-05-08,May,Q2,CUST-3693,SKU-1044,Foam Roller,Sports & Outdoors,SwiftSport,Marketplace,Southeast,1,144.95,0,0.0,144.95,77.19,67.76,Buy Now Pay Later,Completed
TXN-100290,2023-06-19,June,Q2,CUST-4955,SKU-1036,Body Lotion,Beauty & Personal Care,NatureSoft,Social Commerce,Northeast,4,36.35,20,29.08,116.32,120.08,-3.76,Credit Card,Completed
TXN-100291,2023-09-23,September,Q3,CUST-3285,SKU-1016,Yoga Pants,Apparel,UrbanThread,Mobile App,Southwest,2,205.4,10,41.08,369.72,141.8,227.92,PayPal,Returned
TXN-100292,2023-01-13,January,Q1,CUST-2977,SKU-1029,Scented Candle,Home & Kitchen,HomeEase,Website,Midwest,2,124.77,0,0.0,249.54,139.28,110.26,Apple Pay,Completed
TXN-100293,2023-06-09,June,Q2,CUST-2405,SKU-1007,Gaming Mouse,Electronics,PixelEdge,Social Commerce,UK,2,124.26,0,0.0,248.52,105.24,143.28,Debit Card,Cancelled
TXN-100294,2023-02-19,February,Q1,CUST-2794,SKU-1030,Vitamin C Serum,Beauty & Personal Care,NatureSoft,Social Commerce,Midwest,3,54.64,5,8.2,155.72,60.96,94.76,Credit Card,Completed
TXN-100295,2023-06-25,June,Q2,CUST-3654,SKU-1002,Smart Watch,Electronics,SoundWave,Website,Canada,1,65.43,0,0.0,65.43,38.69,26.74,Debit Card,Completed
TXN-100296,2023-03-23,March,Q1,CUST-2355,SKU-1033,Electric Toothbrush,Beauty & Personal Care,LuxeGlow,Social Commerce,Southwest,2,194.87,10,38.97,350.77,157.58,193.19,Debit Card,Returned
TXN-100297,2023-11-24,November,Q4,CUST-3692,SKU-1040,Resistance Bands,Sports & Outdoors,SwiftSport,Social Commerce,Southwest,2,18.7,0,0.0,37.4,13.72,23.68,Credit Card,Cancelled
TXN-100298,2023-08-08,August,Q3,CUST-2592,SKU-1012,Hoodie,Apparel,UrbanThread,Website,Canada,4,16.95,10,6.78,61.02,39.04,21.98,Debit Card,Completed
TXN-100299,2023-02-22,February,Q1,CUST-4274,SKU-1017,Baseball Cap,Apparel,FitForm,Mobile App,Midwest,1,56.33,10,5.63,50.7,41.45,9.25,PayPal,Completed
TXN-100300,2023-12-10,December,Q4,CUST-4533,SKU-1029,Scented Candle,Home & Kitchen,HomeEase,Social Commerce,West,1,124.77,0,0.0,124.77,69.64,55.13,PayPal,Cancelled
TXN-100301,2023-02-28,February,Q1,CUST-2425,SKU-1024,Cutting Board,Home & Kitchen,HomeEase,Marketplace,UK,4,118.07,10,47.23,425.05,158.8,266.25,Apple Pay,Cancelled
TXN-100302,2023-10-30,October,Q4,CUST-1347,SKU-1011,Graphic Tee,Apparel,UrbanThread,Mobile App,Midwest,3,67.56,10,20.27,182.41,129.63,52.78,Credit Card,Completed
TXN-100303,2023-07-11,July,Q3,CUST-3840,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Mobile App,West,1,160.35,0,0.0,160.35,72.47,87.88,Apple Pay,Returned
TXN-100304,2023-07-16,July,Q3,CUST-2732,SKU-1038,Hair Ties Pack,Beauty & Personal Care,LuxeGlow,Mobile App,Southwest,2,77.67,10,15.53,139.81,56.24,83.57,Buy Now Pay Later,Completed
TXN-100305,2023-05-28,May,Q2,CUST-1574,SKU-1035,Lip Balm Set,Beauty & Personal Care,GlowLab,Mobile App,Midwest,2,98.58,5,9.86,187.3,105.14,82.16,Apple Pay,Cancelled
TXN-100306,2023-09-06,September,Q3,CUST-1559,SKU-1003,Portable Charger,Electronics,TechPro,Mobile App,UK,3,154.03,0,0.0,462.09,230.37,231.72,Apple Pay,Cancelled
TXN-100307,2023-12-17,December,Q4,CUST-3014,SKU-1032,Shampoo Bar,Beauty & Personal Care,PureSkin,Social Commerce,Canada,4,177.41,5,35.48,674.16,299.96,374.2,Apple Pay,Returned
TXN-100308,2023-01-16,January,Q1,CUST-4259,SKU-1010,Slim Fit Jeans,Apparel,PureWear,Mobile App,Midwest,1,35.11,10,3.51,31.6,24.87,6.73,Credit Card,Completed
TXN-100309,2023-08-23,August,Q3,CUST-3316,SKU-1014,Wool Sweater,Apparel,StyleCo,Social Commerce,West,3,143.8,0,0.0,431.4,186.45,244.95,Buy Now Pay Later,Completed
TXN-100310,2023-10-06,October,Q4,CUST-4372,SKU-1036,Body Lotion,Beauty & Personal Care,NatureSoft,Marketplace,West,1,36.35,0,0.0,36.35,30.02,6.33,Credit Card,Returned
TXN-100311,2023-02-22,February,Q1,CUST-4014,SKU-1034,Face Mask Kit,Beauty & Personal Care,LuxeGlow,Mobile App,Midwest,2,196.28,5,19.63,372.93,143.46,229.47,Credit Card,Returned
TXN-100312,2023-02-14,February,Q1,CUST-2798,SKU-1016,Yoga Pants,Apparel,UrbanThread,Website,UK,3,205.4,20,123.24,492.96,212.7,280.26,Debit Card,Completed
TXN-100313,2023-12-30,December,Q4,CUST-3499,SKU-1047,Hiking Socks,Sports & Outdoors,TrailBlaze,Social Commerce,Southeast,3,75.69,20,45.41,181.66,106.89,74.77,Buy Now Pay Later,Completed
TXN-100314,2023-01-31,January,Q1,CUST-3335,SKU-1013,Running Shorts,Apparel,PureWear,Marketplace,West,2,84.95,20,33.98,135.92,106.14,29.78,PayPal,Cancelled
TXN-100315,2023-12-27,December,Q4,CUST-2198,SKU-1034,Face Mask Kit,Beauty & Personal Care,LuxeGlow,Marketplace,West,2,196.28,0,0.0,392.56,143.46,249.1,PayPal,Cancelled
TXN-100316,2023-07-30,July,Q3,CUST-4763,SKU-1043,Jump Rope,Sports & Outdoors,ActiveGear,Website,Midwest,1,93.88,0,0.0,93.88,53.11,40.77,Debit Card,Completed
TXN-100317,2023-06-14,June,Q2,CUST-4393,SKU-1015,Denim Jacket,Apparel,UrbanThread,Mobile App,UK,2,51.98,15,15.59,88.37,66.08,22.29,Apple Pay,Returned
TXN-100318,2023-08-01,August,Q3,CUST-2536,SKU-1009,Phone Stand,Electronics,PixelEdge,Social Commerce,Northeast,3,133.99,15,60.3,341.67,220.47,121.2,Credit Card,Returned
TXN-100319,2023-07-08,July,Q3,CUST-2862,SKU-1032,Shampoo Bar,Beauty & Personal Care,PureSkin,Social Commerce,Midwest,3,177.41,15,79.83,452.4,224.97,227.43,Buy Now Pay Later,Completed
TXN-100320,2023-08-23,August,Q3,CUST-3600,SKU-1049,Protein Shaker,Sports & Outdoors,TrailBlaze,Marketplace,UK,1,89.62,15,13.44,76.18,38.13,38.05,Credit Card,Cancelled
TXN-100321,2023-04-19,April,Q2,CUST-3026,SKU-1025,Knife Set,Home & Kitchen,CozyCraft,Marketplace,Midwest,2,218.05,5,21.8,414.3,148.96,265.34,PayPal,Completed
TXN-100322,2023-09-06,September,Q3,CUST-4228,SKU-1035,Lip Balm Set,Beauty & Personal Care,GlowLab,Marketplace,Canada,2,98.58,10,19.72,177.44,105.14,72.3,Credit Card,Completed
TXN-100323,2023-03-05,March,Q1,CUST-4806,SKU-1006,Mechanical Keyboard,Electronics,NovaTech,Mobile App,Southwest,4,113.18,0,0.0,452.72,156.04,296.68,Apple Pay,Completed
TXN-100324,2023-03-09,March,Q1,CUST-4613,SKU-1027,Storage Bins,Home & Kitchen,HomeEase,Marketplace,Southeast,2,34.48,15,10.34,58.62,38.48,20.14,PayPal,Completed
TXN-100325,2023-02-12,February,Q1,CUST-2523,SKU-1041,Yoga Mat,Sports & Outdoors,TrailBlaze,Mobile App,Northeast,3,93.41,0,0.0,280.23,192.15,88.08,Apple Pay,Completed
TXN-100326,2023-12-02,December,Q4,CUST-1373,SKU-1046,Cycling Gloves,Sports & Outdoors,ActiveGear,Website,Northeast,2,99.34,5,9.93,188.75,74.7,114.05,Debit Card,Returned
TXN-100327,2023-04-26,April,Q2,CUST-3127,SKU-1004,USB-C Hub,Electronics,PixelEdge,Social Commerce,Northeast,2,18.39,10,3.68,33.1,16.52,16.58,Credit Card,Completed
TXN-100328,2023-03-09,March,Q1,CUST-2956,SKU-1007,Gaming Mouse,Electronics,PixelEdge,Website,Southeast,4,124.26,15,74.56,422.48,210.48,212.0,Apple Pay,Completed
TXN-100329,2023-06-10,June,Q2,CUST-2505,SKU-1046,Cycling Gloves,Sports & Outdoors,ActiveGear,Marketplace,Southeast,1,99.34,0,0.0,99.34,37.35,61.99,Apple Pay,Completed
TXN-100330,2023-09-29,September,Q3,CUST-3307,SKU-1041,Yoga Mat,Sports & Outdoors,TrailBlaze,Website,West,2,93.41,0,0.0,186.82,128.1,58.72,Debit Card,Returned
TXN-100331,2023-03-19,March,Q1,CUST-4767,SKU-1022,Blender,Home & Kitchen,CozyCraft,Social Commerce,West,2,26.7,15,8.01,45.39,24.54,20.85,Apple Pay,Completed
TXN-100332,2023-03-05,March,Q1,CUST-3414,SKU-1005,Webcam,Electronics,TechPro,Social Commerce,Midwest,1,26.46,0,0.0,26.46,19.42,7.04,Apple Pay,Completed
TXN-100333,2023-11-27,November,Q4,CUST-1345,SKU-1008,LED Desk Lamp,Electronics,TechPro,Mobile App,West,2,81.6,0,0.0,163.2,58.64,104.56,Buy Now Pay Later,Cancelled
TXN-100334,2023-12-20,December,Q4,CUST-1109,SKU-1046,Cycling Gloves,Sports & Outdoors,ActiveGear,Marketplace,Southeast,3,99.34,20,59.6,238.42,112.05,126.37,Buy Now Pay Later,Cancelled
TXN-100335,2023-07-20,July,Q3,CUST-2210,SKU-1032,Shampoo Bar,Beauty & Personal Care,PureSkin,Website,UK,2,177.41,15,53.22,301.6,149.98,151.62,Debit Card,Returned
TXN-100336,2023-09-13,September,Q3,CUST-3613,SKU-1024,Cutting Board,Home & Kitchen,HomeEase,Website,West,1,118.07,0,0.0,118.07,39.7,78.37,Credit Card,Completed
TXN-100337,2023-10-19,October,Q4,CUST-2723,SKU-1020,Coffee Maker,Home & Kitchen,HomeEase,Marketplace,West,2,24.9,5,2.49,47.31,43.04,4.27,Debit Card,Returned
TXN-100338,2023-10-28,October,Q4,CUST-1276,SKU-1049,Protein Shaker,Sports & Outdoors,TrailBlaze,Website,Midwest,1,89.62,0,0.0,89.62,38.13,51.49,Debit Card,Completed
TXN-100339,2023-05-27,May,Q2,CUST-3574,SKU-1003,Portable Charger,Electronics,TechPro,Social Commerce,Southwest,4,154.03,10,61.61,554.51,307.16,247.35,Apple Pay,Completed
TXN-100340,2023-02-12,February,Q1,CUST-2269,SKU-1040,Resistance Bands,Sports & Outdoors,SwiftSport,Website,West,2,18.7,0,0.0,37.4,13.72,23.68,Debit Card,Completed
TXN-100341,2023-10-28,October,Q4,CUST-3598,SKU-1034,Face Mask Kit,Beauty & Personal Care,LuxeGlow,Website,Midwest,3,196.28,5,29.44,559.4,215.19,344.21,Apple Pay,Completed
TXN-100342,2023-08-11,August,Q3,CUST-1475,SKU-1003,Portable Charger,Electronics,TechPro,Social Commerce,West,2,154.03,0,0.0,308.06,153.58,154.48,Buy Now Pay Later,Completed
TXN-100343,2023-01-07,January,Q1,CUST-3899,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Mobile App,Canada,2,160.35,0,0.0,320.7,144.94,175.76,Credit Card,Completed
TXN-100344,2023-09-22,September,Q3,CUST-4207,SKU-1031,SPF Moisturizer,Beauty & Personal Care,GlowLab,Marketplace,Southeast,3,230.34,10,69.1,621.92,224.04,397.88,PayPal,Completed
TXN-100345,2023-03-02,March,Q1,CUST-4159,SKU-1047,Hiking Socks,Sports & Outdoors,TrailBlaze,Website,Midwest,3,75.69,15,34.06,193.01,106.89,86.12,Apple Pay,Completed
TXN-100346,2023-12-31,December,Q4,CUST-4993,SKU-1033,Electric Toothbrush,Beauty & Personal Care,LuxeGlow,Website,Southwest,1,194.87,0,0.0,194.87,78.79,116.08,Apple Pay,Cancelled
TXN-100347,2023-10-18,October,Q4,CUST-1683,SKU-1023,Non-stick Pan,Home & Kitchen,ChefLine,Marketplace,Southeast,1,53.95,5,2.7,51.25,35.2,16.05,PayPal,Completed
TXN-100348,2023-09-18,September,Q3,CUST-1010,SKU-1036,Body Lotion,Beauty & Personal Care,NatureSoft,Website,UK,1,36.35,0,0.0,36.35,30.02,6.33,Credit Card,Completed
TXN-100349,2023-07-16,July,Q3,CUST-4769,SKU-1002,Smart Watch,Electronics,SoundWave,Mobile App,Southeast,4,65.43,0,0.0,261.72,154.76,106.96,Credit Card,Cancelled
TXN-100350,2023-06-14,June,Q2,CUST-2016,SKU-1045,Dumbbell Set,Sports & Outdoors,ActiveGear,Social Commerce,Canada,4,94.76,0,0.0,379.04,315.28,63.76,PayPal,Completed
TXN-100351,2023-09-15,September,Q3,CUST-3757,SKU-1004,USB-C Hub,Electronics,PixelEdge,Website,Southeast,3,18.39,0,0.0,55.17,24.78,30.39,Debit Card,Cancelled
TXN-100352,2023-08-27,August,Q3,CUST-4547,SKU-1002,Smart Watch,Electronics,SoundWave,Marketplace,UK,4,65.43,0,0.0,261.72,154.76,106.96,PayPal,Completed
TXN-100353,2023-07-08,July,Q3,CUST-1821,SKU-1005,Webcam,Electronics,TechPro,Marketplace,West,4,26.46,0,0.0,105.84,77.68,28.16,PayPal,Cancelled
TXN-100354,2023-10-30,October,Q4,CUST-4980,SKU-1015,Denim Jacket,Apparel,UrbanThread,Social Commerce,UK,4,51.98,0,0.0,207.92,132.16,75.76,Debit Card,Cancelled
TXN-100355,2023-01-04,January,Q1,CUST-4819,SKU-1048,Gym Bag,Sports & Outdoors,TrailBlaze,Social Commerce,Northeast,2,78.84,0,0.0,157.68,95.36,62.32,Debit Card,Cancelled
TXN-100356,2023-01-01,January,Q1,CUST-4108,SKU-1022,Blender,Home & Kitchen,CozyCraft,Social Commerce,UK,1,26.7,0,0.0,26.7,12.27,14.43,PayPal,Completed
TXN-100357,2023-09-09,September,Q3,CUST-4937,SKU-1013,Running Shorts,Apparel,PureWear,Website,Southeast,2,84.95,5,8.49,161.41,106.14,55.27,PayPal,Completed
TXN-100358,2023-09-24,September,Q3,CUST-2691,SKU-1002,Smart Watch,Electronics,SoundWave,Marketplace,Southwest,2,65.43,20,26.17,104.69,77.38,27.31,Credit Card,Cancelled
TXN-100359,2023-07-21,July,Q3,CUST-1306,SKU-1006,Mechanical Keyboard,Electronics,NovaTech,Website,Southwest,2,113.18,15,33.95,192.41,78.02,114.39,Debit Card,Completed
TXN-100360,2023-06-11,June,Q2,CUST-4793,SKU-1018,Sneakers,Apparel,FitForm,Social Commerce,Canada,3,103.56,20,62.14,248.54,133.74,114.8,PayPal,Completed
TXN-100361,2023-02-08,February,Q1,CUST-4864,SKU-1028,Throw Pillow,Home & Kitchen,HomeEase,Mobile App,Southeast,3,174.23,0,0.0,522.69,221.85,300.84,Buy Now Pay Later,Completed
TXN-100362,2023-08-19,August,Q3,CUST-2908,SKU-1009,Phone Stand,Electronics,PixelEdge,Marketplace,Southwest,1,133.99,0,0.0,133.99,73.49,60.5,Credit Card,Cancelled
TXN-100363,2023-06-07,June,Q2,CUST-2897,SKU-1022,Blender,Home & Kitchen,CozyCraft,Marketplace,UK,2,26.7,5,2.67,50.73,24.54,26.19,Credit Card,Completed
TXN-100364,2023-12-27,December,Q4,CUST-3854,SKU-1010,Slim Fit Jeans,Apparel,PureWear,Website,Southeast,3,35.11,20,21.07,84.26,74.61,9.65,PayPal,Completed
TXN-100365,2023-07-22,July,Q3,CUST-3103,SKU-1005,Webcam,Electronics,TechPro,Website,Canada,2,26.46,0,0.0,52.92,38.84,14.08,PayPal,Completed
TXN-100366,2023-08-20,August,Q3,CUST-3277,SKU-1011,Graphic Tee,Apparel,UrbanThread,Mobile App,Northeast,1,67.56,5,3.38,64.18,43.21,20.97,Apple Pay,Completed
TXN-100367,2023-02-01,February,Q1,CUST-4401,SKU-1008,LED Desk Lamp,Electronics,TechPro,Mobile App,Southeast,1,81.6,0,0.0,81.6,29.32,52.28,Debit Card,Returned
TXN-100368,2023-10-28,October,Q4,CUST-2060,SKU-1023,Non-stick Pan,Home & Kitchen,ChefLine,Website,Northeast,1,53.95,10,5.39,48.56,35.2,13.36,Credit Card,Completed
TXN-100369,2023-03-07,March,Q1,CUST-1376,SKU-1041,Yoga Mat,Sports & Outdoors,TrailBlaze,Marketplace,Northeast,4,93.41,20,74.73,298.91,256.2,42.71,Credit Card,Returned
TXN-100370,2023-08-10,August,Q3,CUST-4365,SKU-1003,Portable Charger,Electronics,TechPro,Social Commerce,Southwest,2,154.03,10,30.81,277.25,153.58,123.67,Credit Card,Returned
TXN-100371,2023-07-01,July,Q3,CUST-1879,SKU-1043,Jump Rope,Sports & Outdoors,ActiveGear,Mobile App,Midwest,4,93.88,0,0.0,375.52,212.44,163.08,PayPal,Returned
TXN-100372,2023-11-14,November,Q4,CUST-3527,SKU-1009,Phone Stand,Electronics,PixelEdge,Mobile App,Canada,1,133.99,10,13.4,120.59,73.49,47.1,PayPal,Returned
TXN-100373,2023-02-14,February,Q1,CUST-2145,SKU-1026,Dish Rack,Home & Kitchen,CozyCraft,Social Commerce,Southeast,4,106.06,0,0.0,424.24,133.68,290.56,Apple Pay,Completed
TXN-100374,2023-10-06,October,Q4,CUST-4255,SKU-1041,Yoga Mat,Sports & Outdoors,TrailBlaze,Website,Southwest,2,93.41,15,28.02,158.8,128.1,30.7,PayPal,Returned
TXN-100375,2023-10-17,October,Q4,CUST-3057,SKU-1034,Face Mask Kit,Beauty & Personal Care,LuxeGlow,Marketplace,Southwest,4,196.28,0,0.0,785.12,286.92,498.2,PayPal,Completed
TXN-100376,2023-04-23,April,Q2,CUST-1120,SKU-1001,Bluetooth Speaker,Electronics,TechPro,Marketplace,Northeast,3,53.26,10,15.98,143.8,109.92,33.88,Apple Pay,Cancelled
TXN-100377,2023-02-21,February,Q1,CUST-2015,SKU-1022,Blender,Home & Kitchen,CozyCraft,Mobile App,Midwest,2,26.7,0,0.0,53.4,24.54,28.86,Buy Now Pay Later,Completed
TXN-100378,2023-07-18,July,Q3,CUST-2453,SKU-1048,Gym Bag,Sports & Outdoors,TrailBlaze,Mobile App,Southeast,2,78.84,10,15.77,141.91,95.36,46.55,Debit Card,Cancelled
TXN-100379,2023-01-15,January,Q1,CUST-3881,SKU-1020,Coffee Maker,Home & Kitchen,HomeEase,Marketplace,West,3,24.9,10,7.47,67.23,64.56,2.67,Buy Now Pay Later,Completed
TXN-100380,2023-09-10,September,Q3,CUST-3220,SKU-1036,Body Lotion,Beauty & Personal Care,NatureSoft,Marketplace,Southeast,2,36.35,20,14.54,58.16,60.04,-1.88,Apple Pay,Completed
TXN-100381,2023-11-05,November,Q4,CUST-1896,SKU-1005,Webcam,Electronics,TechPro,Website,West,1,26.46,0,0.0,26.46,19.42,7.04,Apple Pay,Completed
TXN-100382,2023-03-08,March,Q1,CUST-2395,SKU-1021,Air Fryer,Home & Kitchen,CozyCraft,Mobile App,UK,2,98.51,20,39.4,157.62,110.34,47.28,PayPal,Completed
TXN-100383,2023-12-27,December,Q4,CUST-4756,SKU-1001,Bluetooth Speaker,Electronics,TechPro,Mobile App,UK,2,53.26,10,10.65,95.87,73.28,22.59,Credit Card,Cancelled
TXN-100384,2023-12-27,December,Q4,CUST-4858,SKU-1023,Non-stick Pan,Home & Kitchen,ChefLine,Social Commerce,West,1,53.95,0,0.0,53.95,35.2,18.75,Credit Card,Completed
TXN-100385,2023-03-22,March,Q1,CUST-3999,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Social Commerce,UK,3,160.35,0,0.0,481.05,217.41,263.64,Apple Pay,Completed
TXN-100386,2023-12-07,December,Q4,CUST-3412,SKU-1011,Graphic Tee,Apparel,UrbanThread,Mobile App,Southwest,3,67.56,0,0.0,202.68,129.63,73.05,PayPal,Completed
TXN-100387,2023-01-01,January,Q1,CUST-4886,SKU-1008,LED Desk Lamp,Electronics,TechPro,Social Commerce,UK,2,81.6,15,24.48,138.72,58.64,80.08,Buy Now Pay Later,Completed
TXN-100388,2023-11-10,November,Q4,CUST-1904,SKU-1011,Graphic Tee,Apparel,UrbanThread,Website,Southwest,3,67.56,20,40.54,162.14,129.63,32.51,Debit Card,Completed
TXN-100389,2023-06-27,June,Q2,CUST-2308,SKU-1047,Hiking Socks,Sports & Outdoors,TrailBlaze,Mobile App,Canada,1,75.69,0,0.0,75.69,35.63,40.06,Credit Card,Completed
TXN-100390,2023-04-18,April,Q2,CUST-2022,SKU-1028,Throw Pillow,Home & Kitchen,HomeEase,Website,Midwest,1,174.23,0,0.0,174.23,73.95,100.28,PayPal,Completed
TXN-100391,2023-07-17,July,Q3,CUST-2794,SKU-1046,Cycling Gloves,Sports & Outdoors,ActiveGear,Social Commerce,Southeast,1,99.34,0,0.0,99.34,37.35,61.99,Apple Pay,Returned
TXN-100392,2023-07-12,July,Q3,CUST-1415,SKU-1024,Cutting Board,Home & Kitchen,HomeEase,Social Commerce,UK,3,118.07,10,35.42,318.79,119.1,199.69,Buy Now Pay Later,Completed
TXN-100393,2023-01-18,January,Q1,CUST-2207,SKU-1010,Slim Fit Jeans,Apparel,PureWear,Website,Midwest,4,35.11,0,0.0,140.44,99.48,40.96,PayPal,Completed
TXN-100394,2023-07-12,July,Q3,CUST-1659,SKU-1004,USB-C Hub,Electronics,PixelEdge,Website,West,3,18.39,0,0.0,55.17,24.78,30.39,Credit Card,Completed
TXN-100395,2023-01-16,January,Q1,CUST-2766,SKU-1038,Hair Ties Pack,Beauty & Personal Care,LuxeGlow,Mobile App,West,4,77.67,15,46.6,264.08,112.48,151.6,Apple Pay,Completed
TXN-100396,2023-04-16,April,Q2,CUST-4991,SKU-1003,Portable Charger,Electronics,TechPro,Mobile App,Southwest,1,154.03,0,0.0,154.03,76.79,77.24,Buy Now Pay Later,Cancelled
TXN-100397,2023-05-02,May,Q2,CUST-1392,SKU-1016,Yoga Pants,Apparel,UrbanThread,Website,Southwest,3,205.4,0,0.0,616.2,212.7,403.5,Buy Now Pay Later,Cancelled
TXN-100398,2023-07-04,July,Q3,CUST-1015,SKU-1031,SPF Moisturizer,Beauty & Personal Care,GlowLab,Social Commerce,Northeast,2,230.34,0,0.0,460.68,149.36,311.32,PayPal,Cancelled
TXN-100399,2023-01-14,January,Q1,CUST-1847,SKU-1030,Vitamin C Serum,Beauty & Personal Care,NatureSoft,Mobile App,Canada,2,54.64,0,0.0,109.28,40.64,68.64,PayPal,Completed
TXN-100400,2023-07-23,July,Q3,CUST-2928,SKU-1030,Vitamin C Serum,Beauty & Personal Care,NatureSoft,Social Commerce,Canada,1,54.64,0,0.0,54.64,20.32,34.32,PayPal,Completed
TXN-100401,2023-07-09,July,Q3,CUST-4626,SKU-1041,Yoga Mat,Sports & Outdoors,TrailBlaze,Social Commerce,Midwest,4,93.41,0,0.0,373.64,256.2,117.44,Debit Card,Returned
TXN-100402,2023-08-27,August,Q3,CUST-2078,SKU-1002,Smart Watch,Electronics,SoundWave,Mobile App,UK,3,65.43,5,9.81,186.48,116.07,70.41,PayPal,Cancelled
TXN-100403,2023-12-23,December,Q4,CUST-3733,SKU-1003,Portable Charger,Electronics,TechPro,Website,Northeast,2,154.03,20,61.61,246.45,153.58,92.87,PayPal,Cancelled
TXN-100404,2023-02-01,February,Q1,CUST-4443,SKU-1026,Dish Rack,Home & Kitchen,CozyCraft,Social Commerce,UK,2,106.06,10,21.21,190.91,66.84,124.07,Buy Now Pay Later,Returned
TXN-100405,2023-05-01,May,Q2,CUST-2950,SKU-1034,Face Mask Kit,Beauty & Personal Care,LuxeGlow,Marketplace,Northeast,4,196.28,10,78.51,706.61,286.92,419.69,Apple Pay,Completed
TXN-100406,2023-08-18,August,Q3,CUST-1708,SKU-1032,Shampoo Bar,Beauty & Personal Care,PureSkin,Mobile App,Southeast,2,177.41,0,0.0,354.82,149.98,204.84,Debit Card,Completed
TXN-100407,2023-12-16,December,Q4,CUST-2783,SKU-1002,Smart Watch,Electronics,SoundWave,Mobile App,UK,4,65.43,0,0.0,261.72,154.76,106.96,Debit Card,Cancelled
TXN-100408,2023-02-04,February,Q1,CUST-1356,SKU-1016,Yoga Pants,Apparel,UrbanThread,Social Commerce,West,3,205.4,15,92.43,523.77,212.7,311.07,Apple Pay,Cancelled
